project,pairing_mode,file_old,file_new,scope,change_type,line_old,pos_old,line_new,pos_new,kind_old,kind_new,text_old,text_new
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._finalize,removed,201,1,,,Assign,,is_binary = mode == 'binary' or encoding == 'base64',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._finalize,removed,202,1,,,Assign,,eol = meta.get('eol') or ('n/a' if is_binary else 'LF'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._finalize,removed,204,1,,,Return,,"return BundleEntry(path=path, content=raw.get('content', ''), is_binary=is_binary, encoding=encoding, eol_style=eol, checksum=None)",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._parse_meta,removed,183,1,,,FunctionDef,,"def _parse_meta(self, meta_str: str) -> Dict[str, str]: result = {} for k, v in self.META_FIELD_PATTERN.findall(meta_str): result[k.strip().lower()] = v.strip() return result",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._parse_meta,removed,184,1,,,Assign,,result = {},
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._parse_meta,removed,185,1,,,For,,"for k, v in self.META_FIELD_PATTERN.findall(meta_str): result[k.strip().lower()] = v.strip()",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._parse_meta,removed,186,1,,,Assign,,result[k.strip().lower()] = v.strip(),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._parse_meta,removed,187,1,,,Return,,return result,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,189,1,,,FunctionDef,,"def _trim_header_spacing(self, content: str, meta: Dict[str, str]) -> str: trailing = (meta.get('trailing') or '').strip().lower() if content.endswith('\n\n'): return content[:-2] if trailing == 'false' else content[:-1] if trailing == 'false' and content.endswith('\n'): return content[:-1] return content",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,190,1,,,Assign,,trailing = (meta.get('trailing') or '').strip().lower(),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,191,1,,,If,,if content.endswith('\n\n'): return content[:-2] if trailing == 'false' else content[:-1],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,192,1,,,Return,,return content[:-2] if trailing == 'false' else content[:-1],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,193,1,,,If,,if trailing == 'false' and content.endswith('\n'): return content[:-1],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,194,1,,,Return,,return content[:-1],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._trim_header_spacing,removed,195,1,,,Return,,return content,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,213,1,,,FunctionDef,,"def _validate_before_format(self, manifest: BundleManifest) -> None: for e in manifest.entries: if e.is_binary and (not isinstance(e.content, (str, bytes, bytearray))): raise ProfileFormatError(self.profile_name, 'Binary entry content must be str/bytes') if not e.encoding: e.encoding = 'base64' if e.is_binary else 'utf-8' if not e.eol_style: e.eol_style = 'n/a' if e.is_binary else 'LF'",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,214,1,,,For,,"for e in manifest.entries: if e.is_binary and (not isinstance(e.content, (str, bytes, bytearray))): raise ProfileFormatError(self.profile_name, 'Binary entry content must be str/bytes') if not e.encoding: e.encoding = 'base64' if e.is_binary else 'utf-8' if not e.eol_style: e.eol_style = 'n/a' if e.is_binary else 'LF'",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,215,1,,,If,,"if e.is_binary and (not isinstance(e.content, (str, bytes, bytearray))): raise ProfileFormatError(self.profile_name, 'Binary entry content must be str/bytes')",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,216,1,,,Raise,,"raise ProfileFormatError(self.profile_name, 'Binary entry content must be str/bytes')",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,217,1,,,If,,if not e.encoding: e.encoding = 'base64' if e.is_binary else 'utf-8',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,218,1,,,Assign,,e.encoding = 'base64' if e.is_binary else 'utf-8',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,219,1,,,If,,if not e.eol_style: e.eol_style = 'n/a' if e.is_binary else 'LF',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile._validate_before_format,removed,220,1,,,Assign,,e.eol_style = 'n/a' if e.is_binary else 'LF',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.detect_format,removed,43,1,,,FunctionDef,,"def detect_format(self, text: str) -> bool: for line in text.splitlines()[:20]: if self.FILE_PATTERN.match(line): return True return False",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.detect_format,removed,44,1,,,For,,for line in text.splitlines()[:20]: if self.FILE_PATTERN.match(line): return True,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.detect_format,removed,45,1,,,If,,if self.FILE_PATTERN.match(line): return True,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.detect_format,removed,46,1,,,Return,,return True,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.detect_format,removed,47,1,,,Return,,return False,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,113,1,,,FunctionDef,,"def format_manifest(self, manifest: BundleManifest) -> str: self._validate_before_format(manifest) import logging logger = logging.getLogger('bundle.format_diagnostic') logger.setLevel(logging.DEBUG) if not logger.handlers: fh = logging.FileHandler('bundle_format_diagnostic.log', mode='w', encoding='utf-8') fh.setLevel(logging.DEBUG) fmt = logging.Formatter('%(asctime)s - %(levelname)s - %(message)s') fh.setFormatter(fmt) logger.addHandler(fh) logger.propagate = False logger.info('=' * 80) logger.info('STARTING format_manifest()') logger.info(f'Manifest contains {len(manifest.entries)} entries') logger.info('=' * 80) border = '# ' + '=' * 67 out: List[str] = [] for idx, entry in enumerate(manifest.entries): logger.info(f'\n--- Processing Entry {idx + 1}/{len(manifest.entries)} ---') logger.info(f' Path: {entry.path}') logger.info(f' Binary: {entry.is_binary}') logger.info(f' Encoding: {entry.encoding}') logger.info(f' EOL: {entry.eol_style}') logger.info(f' Content length: {len(entry.content)} chars') logger.info(f' Content ends with newline: {entry.content.endswith(chr(10))}') logger.info(f' Content ends with CRLF: {entry.content.endswith(chr(13) + chr(10))}') tail = entry.content[-50:] if entry.content else '' logger.info(f' Last 50 chars (repr): {(repr(tail) if tail else 'EMPTY')}') mode = 'binary' if entry.is_binary else 'text' encoding = entry.encoding or ('base64' if entry.is_binary else 'utf-8') eol = entry.eol_style or ('n/a' if entry.is_binary else 'LF') header = f'{border}\n# FILE: {entry.path}\n# META: encoding={encoding}; eol={eol}; mode={mode}\n{border}\n' if entry.is_binary: if isinstance(entry.content, str): payload = entry.content.strip() elif isinstance(entry.content, (bytes, bytearray)): payload = base64.b64encode(bytes(entry.content)).decode('ascii') else: raise ProfileFormatError(self.profile_name, f'Unsupported binary content type: {type(entry.content)}') block = header + payload + '\n' else: text = entry.content if isinstance(entry.content, str) else str(entry.content) block = header + text if not block.endswith('\n'): block += '\n' if idx < len(manifest.entries) - 1: block += '' out.append(block) logger.info('COMPLETED format_manifest()') return ''.join(out)",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,114,1,,,Expr,,self._validate_before_format(manifest),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,116,1,,,Import,,import logging,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,118,1,,,Assign,,logger = logging.getLogger('bundle.format_diagnostic'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,119,1,,,Expr,,logger.setLevel(logging.DEBUG),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,120,1,,,If,,"if not logger.handlers: fh = logging.FileHandler('bundle_format_diagnostic.log', mode='w', encoding='utf-8') fh.setLevel(logging.DEBUG) fmt = logging.Formatter('%(asctime)s - %(levelname)s - %(message)s') fh.setFormatter(fmt) logger.addHandler(fh)",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,121,1,,,Assign,,"fh = logging.FileHandler('bundle_format_diagnostic.log', mode='w', encoding='utf-8')",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,122,1,,,Expr,,fh.setLevel(logging.DEBUG),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,123,1,,,Assign,,fmt = logging.Formatter('%(asctime)s - %(levelname)s - %(message)s'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,124,1,,,Expr,,fh.setFormatter(fmt),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,125,1,,,Expr,,logger.addHandler(fh),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,126,1,,,Assign,,logger.propagate = False,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,128,1,,,Expr,,logger.info('=' * 80),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,129,1,,,Expr,,logger.info('STARTING format_manifest()'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,130,1,,,Expr,,logger.info(f'Manifest contains {len(manifest.entries)} entries'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,131,1,,,Expr,,logger.info('=' * 80),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,133,1,,,Assign,,border = '# ' + '=' * 67,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,134,1,,,AnnAssign,,out: List[str] = [],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,136,1,,,For,,"for idx, entry in enumerate(manifest.entries): logger.info(f'\n--- Processing Entry {idx + 1}/{len(manifest.entries)} ---') logger.info(f' Path: {entry.path}') logger.info(f' Binary: {entry.is_binary}') logger.info(f' Encoding: {entry.encoding}') logger.info(f' EOL: {entry.eol_style}') logger.info(f' Content length: {len(entry.content)} chars') logger.info(f' Content ends with newline: {entry.content.endswith(chr(10))}') logger.info(f' Content ends with CRLF: {entry.content.endswith(chr(13) + chr(10))}') tail = entry.content[-50:] if entry.content else '' logger.info(f' Last 50 chars (repr): {(repr(tail) if tail else 'EMPTY')}') mode = 'binary' if entry.is_binary else 'text' encoding = entry.encoding or ('base64' if entry.is_binary else 'utf-8') eol = entry.eol_style or ('n/a' if entry.is_binary else 'LF') header = f'{border}\n# FILE: {entry.path}\n# META: encoding={encoding}; eol={eol}; mode={mode}\n{border}\n' if entry.is_binary: if isinstance(entry.content, str): payload = entry.content.strip() elif isinstance(entry.content, (bytes, bytearray)): payload = base64.b64encode(bytes(entry.content)).decode('ascii') else: raise ProfileFormatError(self.profile_name, f'Unsupported binary content type: {type(entry.content)}') block = header + payload + '\n' else: text = entry.content if isinstance(entry.content, str) else str(entry.content) block = header + text if not block.endswith('\n'): block += '\n' if idx < len(manifest.entries) - 1: block += '' out.append(block)",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,137,1,,,Expr,,logger.info(f'\n--- Processing Entry {idx + 1}/{len(manifest.entries)} ---'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,138,1,,,Expr,,logger.info(f' Path: {entry.path}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,139,1,,,Expr,,logger.info(f' Binary: {entry.is_binary}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,140,1,,,Expr,,logger.info(f' Encoding: {entry.encoding}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,141,1,,,Expr,,logger.info(f' EOL: {entry.eol_style}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,142,1,,,Expr,,logger.info(f' Content length: {len(entry.content)} chars'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,143,1,,,Expr,,logger.info(f' Content ends with newline: {entry.content.endswith(chr(10))}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,144,1,,,Expr,,logger.info(f' Content ends with CRLF: {entry.content.endswith(chr(13) + chr(10))}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,145,1,,,Assign,,tail = entry.content[-50:] if entry.content else '',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,146,1,,,Expr,,logger.info(f' Last 50 chars (repr): {(repr(tail) if tail else 'EMPTY')}'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,149,1,,,Assign,,encoding = entry.encoding or ('base64' if entry.is_binary else 'utf-8'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,150,1,,,Assign,,eol = entry.eol_style or ('n/a' if entry.is_binary else 'LF'),
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.format_manifest,removed,171,1,,,Assign,,block = header + text,
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.get_capabilities,removed,39,1,,,FunctionDef,,"def get_capabilities(self) -> Dict[str, bool]: return {'supports_binary': True, 'supports_checksums': False, 'supports_metadata': True}",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.get_capabilities,removed,40,1,,,Return,,"return {'supports_binary': True, 'supports_checksums': False, 'supports_metadata': True}",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.get_display_name,removed,36,1,,,FunctionDef,,def get_display_name(self) -> str: return 'Plain Marker (Legacy)',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.get_display_name,removed,37,1,,,Return,,return 'Plain Marker (Legacy)',
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.parse_stream,removed,50,1,,,FunctionDef,,"def parse_stream(self, text: str) -> BundleManifest: entries: List[BundleEntry] = [] current_block: Optional[Dict[str, str]] = None current_meta: Dict[str, str] = {} for line_no, line in enumerate(text.splitlines(keepends=True), start=1): m_file = self.FILE_PATTERN.match(line) if m_file: if current_block is not None: current_block['content'] = self._trim_header_spacing(current_block['content'], current_meta) entries.append(self._finalize(current_block, current_meta)) path = (m_file.group(1) or '').strip() if not path or path in {'.', './', '.\\', '/'}: current_block = None current_meta = {} continue current_block = {'path': path, 'content': '', 'line_start': line_no} current_meta = {} continue m_meta = self.META_PATTERN.match(line) if m_meta and current_block is not None: current_meta.update(self._parse_meta(m_meta.group(1))) continue if self.HEADER_PATTERN.match(line): continue if current_block is not None: current_block['content'] += line if current_block is not None: current_block['content'] = self._trim_header_spacing(current_block['content'], current_meta) entries.append(self._finalize(current_block, current_meta)) if not entries: raise ProfileParseError(self.profile_name, 'No files found in bundle', 0) seen = set() consolidated: List[BundleEntry] = [] for e in reversed(entries): if e.path not in seen: seen.add(e.path) consolidated.append(e) entries = list(reversed(consolidated)) return BundleManifest(entries=entries, profile=self.profile_name, metadata={'format_version': '1.x', 'parser': 'PlainMarkerProfile'})",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.parse_stream,removed,51,1,,,AnnAssign,,entries: List[BundleEntry] = [],
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.parse_stream,removed,52,1,,,AnnAssign,,"current_block: Optional[Dict[str, str]] = None",
,mapped,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/plain_marker.py,C:/Users/mpw/python/bundle_file_project/bundle_file_tool_v2/src/core/profiles/proposed_plain_marker.py,method:PlainMarkerProfile.parse_stream,removed,53,1,,,AnnAssign,,"current_meta: Dict[str, str] = {}",
